variable,years,short_desc,long_desc,sources,category,plaintext_cite,bibtex_cite,plaintext_cite2,bibtex_cite2,plaintext_cite3,bibtex_cite3,plaintext_cite4,bibtex_cite4,plaintext_cite5,bibtex_cite5
travel25_29,"2006-2011, 2013, 2015, 2017, 2019",25 to 29 minute travel time to work,"Number of people in the district whose average travel time to work is 25 to 29 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work. For the total population, see the variable ‘totalpop_worktraveltime_vars’",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
travel30_34,"2006-2011, 2013, 2015, 2017, 2019",30 to 34 minute travel time to work,"Number of people in the district whose average travel time to work is 30 to 34 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work. For the total population, see the variable ‘totalpop_worktraveltime_vars’",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
travel35_39,"2006-2011, 2013, 2015, 2017, 2019",35 to 39 minute travel time to work,"Number of people in the district whose average travel time to work is 35 to 39 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work.  For the total population, see the variable ‘totalpop_worktraveltime_vars’",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
travel40_44,"2006-2011, 2013, 2015, 2017, 2019",40 to 44 minute travel time to work,"Number of people in the district whose average travel time to work is 40 to 44 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work.  For the total population, see the variable ‘totalpop_worktraveltime_vars’",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
travel45_59,"2006-2011, 2013, 2015, 2017, 2019",45 to 59 minute travel time to work,"Number of people in the district whose average travel time to work is 45 to 59 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work. For the total population, see the variable ‘totalpop_worktraveltime_vars’ ",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
travel60_89,"2006-2011, 2013, 2015, 2017, 2019",60 to 89 minute travel time to work,"Number of people in the district whose average travel time to work is 60 to 89 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work.  For the total population, see the variable ‘totalpop_worktraveltime_vars’",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
travel_over90,"2006-2011, 2013, 2015, 2017, 2019",Greater than 90 minute travel time to work,"Number of people in the district whose average travel time to work is greater than 90 minutes. The elapsed time includes time spent waiting for public transportation, picking up passengers in carpools, and time spent in other activities related to getting to work.  For the total population, see the variable ‘totalpop_worktraveltime_vars’",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
under18,"2005-2011, 2013, 2015, 2017, 2019",Population under 18,Number of individuals under the age of 18.,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
households,"2005-2011, 2013, 2015, 2017, 2019",Total number of households,"Total number of households in the district, including both family and non family households. A household consists of all the people who occupy a housing unit. A household includes the related family members and all the unrelated people, if any, such as lodgers, foster children, wards, or employees who share the housing unit. A person living alone in a housing unit, or a group of unrelated people sharing a housing unit such as partners or roomers, is also counted as a household. The count of households excludes group quarters.",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
familyhouse,"2005-2011, 2013, 2015, 2017, 2019",Number of family households,"Number of family households in the district. For the total population, see the variable ‘households.’ A family consists of a householder and one or more other people living in the same household who are related to the householder by birth, marriage, or adoption. All people in a household who are related to the householder are regarded as members of his or her family. A family household may contain people not related to the householder, but those people are not included as part of the householder's family in tabulations. Thus, the number of family households is equal to the number of families, but family households may include more members than do families.",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
nonfamilyhouse,"2005-2011, 2013, 2015, 2017, 2019",Number of non-family households,"Number of nonfamily households in the district. For the total population, see the variable ‘households.’ A non-family household is composed of a householder living alone or with nonrelatives only. Same-sex couple households with no relatives of the householder present are tabulated in nonfamily households.",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
totalpop_enrollmentvars,"2005-2011, 2013, 2015, 2017, 2019",Total population for school enrollment variables,"Total population for the following enrollment variables: enrolled
enroll_nursery
enroll_kindergarten
enroll1_4
enroll5_8
enroll9_12
enroll_college
enroll_gradschool
enroll_not. This variable adds up each respective enrollment variable’s total to produce the total population for all enrollment variables. School enrollment is only recorded if the schooling advances a person toward an elementary school certificate, a high school diploma, or a college, university, or professional school (such as law or medicine) degree. Tutoring or correspondence schools are included if credit can be obtained from a public or private school or college. People enrolled in ""vocational, technical, or business school"" such as post secondary vocational, trade, hospital school, and on job training were not reported as enrolled in school. ",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
enrolled,"2005-2011, 2013, 2015, 2017, 2019",Number of individuals enrolled in school,"Number of individuals enrolled in school in the district. For the total population, see the variable ‘totalpop_enrollmentvars.’ School enrollment is only recorded if the schooling advances a person toward an elementary school certificate, a high school diploma, or a college, university, or professional school (such as law or medicine) degree. Tutoring or correspondence schools are included if credit can be obtained from a public or private school or college. People enrolled in ""vocational, technical, or business school"" such as post secondary vocational, trade, hospital school, and on job training were not reported as enrolled in school. ",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
