rowid,id,age,occup,gender,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
1220,81124927,26_35,state,female,work,walk,4_7,0.163277213,10,convinient,1,2,0,0,good,good,neutral,neutral,neutral,neutral,disagree
1221,80554764,56_75,retired,female,caring,walk,more_20,0.08174765,1,other,0,4,0,0,verygood,good,good,good,verygood,good,disagree
1222,80918676,36_55,private,male,work,car,4_7,5.29702273,25,convinient,1,2,0,0,verygood,good,neutral,neutral,neutral,neutral,agree
1223,81123274,56_75,retired,female,education,walk,4_7,0.396697715,10,convinient,1,1,0,0,good,neutral,neutral,neutral,neutral,good,neutral
1224,81124232,36_55,state,female,work,walk,4_7,0.303360818,6,convinient,1,1,0,0,verygood,good,good,good,good,good,disagree
1225,81125511,18_25,student,female,education,walk,4_7,0.444763584,15,cost convinient,0,0,0,0,good,good,good,good,good,good,neutral
1226,81125928,56_75,retired,female,education,walk,4_7,0.396831236,15,convinient timesaving,1,1,0,0,good,good,good,good,good,good,neutral
1227,81409640,36_55,state,male,work,moto,4_7,8.307582701,35,cost,0,2,0,0,good,good,good,neutral,neutral,neutral,disagree
1228,81410810,26_35,private,male,shopping,moto,4_7,5.38222442,20,convinient,0,2,0,0,verygood,bad,good,good,good,good,neutral
1229,81412745,18_25,state,female,education,moto,4_7,12.88759698,40,convinient,0,3,0,0,good,good,good,good,neutral,neutral,disagree
1230,81415454,56_75,retired,male,visit,moto,1_3,2.157912306,20,cost convinient,0,2,0,0,good,good,good,good,good,good,agree
1231,81490022,18_25,private,female,work,moto,4_7,5.231355199,25,convinient,0,2,0,0,neutral,verybad,verybad,neutral,neutral,neutral,disagree
1232,81491098,18_25,student,female,education,moto,4_7,4.936205585,40,convinient,0,4,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
1233,81492940,18_25,student,male,education,moto,4_7,14.41758185,50,convinient,0,3,0,0,good,good,good,good,good,good,agree
1234,81493782,18_25,student,female,education,moto,4_7,14.70636065,35,convinient,2,1,1,2,good,verybad,neutral,neutral,neutral,good,strongdisagree
1235,81497633,18_25,student,female,education,moto,4_7,1.463222093,30,convinient,0,1,0,0,good,good,good,good,good,good,neutral
1236,81498794,26_35,private,female,work,moto,4_7,2.83193725,20,convinient,0,4,0,0,good,neutral,neutral,neutral,neutral,neutral,disagree
1237,81500083,18_25,student,male,education,moto,4_7,0.529829425,10,convinient,1,2,0,0,good,neutral,good,verygood,neutral,verygood,neutral
1238,83030207,18_25,student,female,education,moto,4_7,2.916801921,25,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
1239,83031726,18_25,student,female,visit,moto,1_3,4.678414261,40,convinient,0,3,0,0,good,good,good,good,good,good,disagree
1240,83441700,18_25,student,female,education,walk,4_7,0.080967556,5,convinient,0,0,0,0,neutral,neutral,neutral,good,good,neutral,disagree
1241,83442839,18_25,student,female,education,moto,4_7,7.425593027,30,convinient,0,4,1,1,neutral,good,neutral,neutral,good,neutral,disagree
1242,83447253,18_25,student,female,education,moto,4_7,5.184600957,20,convinient,0,3,0,0,neutral,good,neutral,bad,bad,verybad,disagree
1243,83450244,18_25,student,female,education,moto,4_7,4.360825907,20,convinient,0,2,0,0,good,neutral,neutral,good,good,good,neutral
1244,83452980,18_25,student,female,visit,moto,1_3,3.354895265,20,convinient,0,1,0,0,good,neutral,neutral,neutral,neutral,good,neutral
1245,83454339,26_35,private,female,shopping,walk,4_7,6.293023053,10,convinient,0,0,0,0,neutral,bad,neutral,neutral,bad,neutral,disagree
1246,83455845,18_25,student,female,education,moto,4_7,2.307950506,15,convinient,0,2,0,0,good,neutral,good,neutral,bad,neutral,disagree
1247,83457906,26_35,private,male,work,moto,4_7,2.387862111,20,convinient,0,2,0,0,neutral,verybad,neutral,neutral,neutral,neutral,neutral
1248,83459565,26_35,private,male,work,moto,4_7,2.422423548,20,convinient,1,2,0,0,good,bad,neutral,good,good,good,disagree
1249,83460449,26_35,private,male,visit,moto,1_3,2.347245214,15,convinient,1,2,0,0,good,good,good,good,good,good,disagree
1250,83462567,18_25,student,female,education,bus,4_7,1.433067028,25,cost,0,0,0,0,good,bad,good,good,bad,good,neutral
1251,83866436,18_25,student,female,education,moto,4_7,0.808887696,5,convinient,0,2,0,0,bad,bad,neutral,neutral,neutral,verybad,neutral
1252,83866990,18_25,student,female,education,walk,4_7,0.449314969,10,convinient,0,1,0,0,neutral,good,good,good,verygood,good,neutral
1253,83867826,18_25,student,female,education,moto,4_7,7.972153152,25,convinient,0,2,0,0,good,good,neutral,neutral,good,neutral,disagree
1254,83868570,18_25,student,female,visit,bus,1_3,19.49688717,90,cost convinient,0,0,0,0,good,good,good,good,good,good,disagree
1255,83868987,36_55,private,male,work,car,4_7,1.482810241,10,convinient,1,2,0,0,good,good,bad,bad,good,neutral,disagree
1256,83869370,36_55,private,female,work,moto,4_7,1.66953846,10,convinient,1,2,0,0,good,good,bad,bad,good,neutral,disagree
1257,84090260,18_25,student,female,work,walk,4_7,0.340040812,5,convinient,0,2,0,0,good,good,neutral,good,neutral,bad,disagree
1258,84091897,18_25,private,male,work,moto,4_7,3.393831701,20,convinient,0,3,0,0,good,good,neutral,verygood,neutral,good,neutral
1259,84092686,18_25,student,female,education,bus,4_7,1.205787193,20,cost,0,0,0,0,good,neutral,good,neutral,neutral,good,agree
1260,84095982,18_25,student,female,education,moto,4_7,10.30763537,25,convinient,0,5,0,0,verygood,good,neutral,neutral,good,good,agree
1261,84182442,18_25,student,male,education,moto,1_3,10.46393163,40,convinient,0,2,0,0,neutral,good,neutral,bad,neutral,neutral,neutral
1262,84218040,18_25,private,female,work,ebike,4_7,0.445655803,10,cost,0,1,2,0,neutral,bad,good,good,neutral,neutral,neutral
1263,84219308,18_25,fdi,female,work,taxi,1_3,5.897250697,30,timesaving,0,1,1,0,neutral,good,neutral,good,good,neutral,agree
1264,84221915,26_35,private,male,work,moto,4_7,1.07502014,10,cost,0,3,0,0,bad,neutral,neutral,good,neutral,good,neutral
1265,84226514,26_35,private,female,work,moto,8_10,2.869835251,15,convinient,0,3,0,0,neutral,neutral,good,neutral,neutral,good,agree
1266,84228091,36_55,private,male,work,moto,8_10,3.455069364,15,convinient,0,2,0,0,good,neutral,good,neutral,good,neutral,neutral
1267,84328128,18_25,student,male,education,moto,4_7,212.1685368,40,convinient,0,2,0,0,neutral,good,neutral,bad,neutral,neutral,disagree
1268,84330098,18_25,private,male,work,moto,4_7,6.97649631,30,convinient,0,3,1,0,neutral,neutral,bad,bad,neutral,neutral,neutral
1269,84332317,18_25,student,male,work,moto,4_7,2.113128694,20,cost timesaving,0,1,0,0,bad,neutral,bad,bad,neutral,bad,neutral
1270,84334678,26_35,state,female,work,moto,4_7,2.004277678,10,convinient,0,1,0,0,neutral,neutral,neutral,bad,neutral,neutral,disagree
1271,84336038,18_25,private,male,work,moto,8_10,2.292728783,15,convinient,0,1,0,0,neutral,good,neutral,neutral,good,good,neutral
1272,84336313,36_55,private,female,work,moto,4_7,3.152082006,10,cost,0,2,0,0,good,neutral,neutral,good,neutral,neutral,agree
1273,84337317,18_25,student,female,work,ebike,4_7,0.425329766,10,cost,0,0,1,0,bad,good,good,neutral,neutral,good,disagree
1274,84337452,18_25,fdi,female,work,moto,4_7,6.538233726,30,cost,0,2,1,0,neutral,neutral,neutral,good,good,good,neutral
1275,84338020,18_25,private,female,work,ebike,8_10,3.778962206,25,convinient,0,1,2,0,good,neutral,neutral,neutral,good,good,agree
1276,84338722,18_25,fdi,female,work,moto,8_10,2.511565488,10,cost,0,1,0,0,neutral,bad,neutral,neutral,good,good,agree
1277,84339455,18_25,student,female,education,moto,4_7,1.371705224,10,convinient,0,2,0,0,neutral,neutral,neutral,good,good,neutral,neutral
1278,84501621,18_25,student,female,leisure,moto,1_3,4.242794065,25,convinient,0,3,1,0,good,neutral,neutral,neutral,bad,good,disagree
1279,84508335,18_25,student,female,leisure,bus,1_3,1.507995315,20,other,0,0,0,0,good,neutral,neutral,neutral,neutral,neutral,disagree
1280,84509613,18_25,student,female,shopping,moto,1_3,3.626899693,15,convinient,0,3,0,0,good,neutral,neutral,good,bad,good,neutral
1281,84510657,18_25,student,female,education,walk,4_7,0.660951165,10,cost convinient,0,1,0,0,neutral,neutral,good,good,neutral,good,disagree
1282,84512043,18_25,student,female,visit,bus,1_3,1.521358326,30,cost convinient,0,0,0,0,neutral,neutral,neutral,good,neutral,good,neutral
1283,84575847,26_35,state,female,work,moto,8_10,0.962725945,20,convinient,0,3,1,0,neutral,neutral,neutral,bad,bad,neutral,disagree
1284,84577427,26_35,state,male,work,moto,8_10,2.780745734,30,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
1285,84581437,18_25,student,female,education,walk,11_13,0.200714693,5,convinient,0,0,0,0,bad,neutral,neutral,neutral,neutral,neutral,disagree
1286,84584218,18_25,student,female,education,walk,8_10,0.393963122,10,convinient,0,0,0,0,bad,neutral,neutral,bad,neutral,neutral,neutral
1287,84879580,18_25,student,female,education,ebike,4_7,4.946002123,40,convinient,0,2,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
1288,84883084,18_25,student,female,education,bus,1_3,0.852079896,15,cost,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
1289,84884591,18_25,student,female,education,walk,14_16,0.21376574,5,convinient,0,0,0,0,neutral,neutral,good,neutral,neutral,good,neutral
1290,85054643,18_25,student,female,education,bus,4_7,2.256860488,35,cost,0,2,0,0,good,good,good,good,good,good,disagree
1291,85055381,26_35,private,male,work,moto,4_7,0.990677351,10,convinient,0,2,0,0,good,neutral,good,good,good,good,disagree
1292,85056204,18_25,student,female,leisure,moto,1_3,2.606099004,10,cost convinient,0,1,0,0,good,neutral,neutral,good,neutral,good,agree
1293,85062236,18_25,student,male,work,moto,8_10,2.60258137,30,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
1294,85063950,18_25,state,female,work,moto,4_7,0.406966321,10,timesaving,0,2,0,0,neutral,good,good,neutral,neutral,good,neutral
1295,85065014,18_25,state,male,visit,moto,1_3,3.027007105,30,convinient,0,2,0,0,neutral,neutral,neutral,neutral,good,neutral,disagree
1296,85069408,18_25,student,male,education,moto,4_7,26.5546406,50,convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
1297,85070575,18_25,student,male,education,moto,4_7,7.724547839,45,convinient,2,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
1298,85875510,18_25,state,female,work,moto,1_3,30.79309856,60,convinient,0,2,0,1,bad,neutral,bad,bad,neutral,neutral,strongdisagree
1299,91313309,18_25,student,male,work,moto,4_7,1.380928122,8,convinient,0,1,0,0,neutral,good,neutral,neutral,neutral,neutral,neutral
1300,91314249,18_25,student,male,work,moto,4_7,2.782188527,15,timesaving,0,1,0,0,neutral,good,good,good,neutral,neutral,agree
1301,90710305,18_25,student,male,education,moto,4_7,2.384800421,25,convinient timesaving,1,1,0,1,neutral,bad,good,good,neutral,good,agree
1302,90710010,18_25,student,male,education,moto,4_7,2.327156676,15,convinient timesaving,0,2,0,0,neutral,good,good,neutral,neutral,good,neutral
1303,77393229,18_25,student,male,education,moto,4_7,2.710034238,18,timesaving,0,1,1,0,neutral,bad,good,good,neutral,neutral,strongagree
1304,81166383,more_75,retired,male,visit,bus,1_3,2.011576842,90,cost,0,2,0,0,neutral,neutral,good,neutral,good,good,strongagree
1305,81166151,18_25,student,male,education,moto,4_7,0.616239134,10,cost convinient,0,1,0,0,good,neutral,neutral,neutral,good,neutral,agree
1306,81165954,36_55,private,male,shopping,car,1_3,0.910199706,30,convinient,1,1,0,0,good,good,good,good,good,good,strongagree
1307,81165622,less_18,student,female,education,walk,4_7,0.310895801,20,timesaving,0,1,0,1,neutral,neutral,good,good,good,good,disagree
1308,81165617,less_18,student,female,education,ebike,4_7,0.411131458,200,cost convinient,0,2,1,0,good,neutral,good,neutral,neutral,neutral,agree
1309,81165376,more_75,retired,female,visit,bus,1_3,1.277402425,30,cost,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
1310,81164791,18_25,student,female,education,moto,4_7,3.17831617,40,timesaving,0,2,0,0,good,neutral,neutral,good,good,good,strongagree
1311,81164437,less_18,student,male,education,bike,11_13,0.212582805,10,convinient,1,1,0,1,good,good,good,good,good,neutral,neutral
1312,81164130,26_35,private,male,visit,moto,1_3,0.31949271,30,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
1313,81163697,36_55,state,female,work,moto,8_10,1.408131952,30,convinient timesaving,0,2,0,0,neutral,good,good,good,neutral,good,neutral
1314,81086752,18_25,private,female,work,moto,4_7,2.076064713,15,cost convinient timesaving,0,1,0,0,neutral,bad,neutral,neutral,neutral,neutral,agree
1315,81086117,18_25,private,female,work,moto,4_7,1.09398824,5,cost convinient timesaving,0,2,0,0,good,neutral,good,neutral,neutral,neutral,neutral
1316,81086102,less_18,student,female,education,ebike,8_10,4.143369384,30,convinient,0,3,0,2,good,good,good,good,good,good,neutral
1317,81083759,26_35,private,male,work,moto,4_7,1.600014328,10,convinient,0,2,0,0,good,good,neutral,good,neutral,neutral,agree
1318,81085489,36_55,private,male,work,moto,4_7,1.78777042,10,cost,0,2,1,0,good,neutral,good,neutral,neutral,neutral,neutral
1319,81084895,36_55,private,male,work,car,4_7,2.249338722,15,convinient,1,2,0,0,good,neutral,good,neutral,good,neutral,strongagree
1320,81084690,18_25,student,male,education,moto,8_10,5.449865401,20,convinient,0,3,1,2,good,good,good,good,neutral,neutral,agree
1321,78415886,18_25,student,male,work,moto,4_7,0.671128767,15,cost timesaving,0,1,0,0,good,neutral,good,good,good,good,agree
1322,81201626,18_25,student,female,education,moto,11_13,8.005372184,30,convinient,0,2,0,1,good,good,good,neutral,good,good,neutral
1323,81201317,26_35,private,male,work,car,11_13,5.16656514,15,convinient,1,2,0,1,good,good,good,good,good,good,agree
1324,81200880,26_35,private,female,work,moto,11_13,0.897112779,15,cost,0,2,0,1,good,good,good,neutral,good,neutral,disagree
1325,81203569,18_25,student,male,education,walk,11_13,0.579983225,10,cost convinient,0,1,0,0,verygood,good,good,neutral,good,good,agree
1326,81202348,56_75,retired,male,education,moto,11_13,1.131904236,15,convinient,0,3,0,1,good,good,good,good,good,good,agree
1327,81203191,26_35,state,female,work,moto,11_13,1.737992381,20,convinient,0,2,0,0,verygood,good,good,neutral,neutral,neutral,disagree
1328,81202867,36_55,state,male,work,car,11_13,1.944173005,25,convinient,1,2,1,1,good,good,good,good,good,good,agree
1329,81166759,18_25,student,male,education,moto,4_7,5.189387102,40,cost convinient,0,3,0,0,good,neutral,neutral,neutral,neutral,neutral,strongagree
1330,81160698,18_25,private,female,leisure,moto,1_3,2.847939932,30,cost convinient timesaving,0,2,0,0,good,bad,neutral,neutral,neutral,bad,agree
1331,81160392,26_35,private,male,work,moto,4_7,1.105404001,9,cost convinient timesaving,0,1,0,0,good,neutral,good,neutral,good,bad,neutral
1332,81160221,18_25,private,female,work,moto,4_7,3.406428394,12,convinient timesaving,0,1,1,0,good,neutral,neutral,neutral,neutral,neutral,neutral
1333,81159836,26_35,private,female,work,moto,4_7,4.717309445,20,convinient,0,1,0,0,good,neutral,neutral,neutral,neutral,bad,agree
1334,81159542,26_35,private,female,work,moto,4_7,2.820954692,15,cost convinient,0,1,0,0,good,neutral,good,good,good,neutral,agree
1335,81158674,18_25,student,female,education,ebike,8_10,4.018653057,15,cost,0,2,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
1336,81087201,18_25,private,male,work,moto,4_7,1.696328177,5,cost convinient timesaving,0,1,0,0,good,neutral,neutral,neutral,neutral,neutral,agree
1337,81087729,less_18,student,male,education,ebike,8_10,0.377375931,10,convinient,1,3,1,2,good,good,good,good,good,good,neutral
1338,81089023,26_35,state,male,work,moto,4_7,1.340727579,15,cost convinient,0,2,0,0,good,neutral,good,neutral,good,neutral,agree
1339,81090159,18_25,private,female,work,moto,4_7,2.720597188,20,cost convinient,0,2,0,0,good,neutral,good,neutral,good,neutral,neutral
1340,81092730,26_35,private,female,education,moto,8_10,0.770010663,3,cost convinient,1,1,1,0,good,neutral,good,neutral,neutral,neutral,neutral
1341,81094001,26_35,state,male,work,car,4_7,1.21077625,20,convinient,1,1,1,0,good,neutral,good,neutral,good,bad,agree
1342,81095250,18_25,state,male,education,moto,4_7,2.572110188,15,cost convinient timesaving,0,2,0,0,good,neutral,neutral,good,neutral,neutral,agree
1343,81095755,less_18,student,female,education,ebike,4_7,1.535836531,15,convinient,0,2,1,0,neutral,neutral,neutral,good,good,neutral,agree
1344,81159327,36_55,private,male,work,car,4_7,1.75495176,15,convinient,1,2,1,0,good,neutral,good,neutral,neutral,neutral,agree
1345,81161917,18_25,student,female,education,ebike,4_7,0.487148573,10,cost convinient,0,1,1,0,good,neutral,good,neutral,neutral,neutral,neutral
1346,81162291,less_18,student,male,education,bus,8_10,1.719399499,30,cost,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
